schema_version,id,app_name,category,website,description,auth_methods,access_model,api_available,api_types,api_breadth,mcp_available,mcp_notes,buildability,primary_blocker,buildability_rationale,evidence,research_confidence,verification_status,verification_notes,researched_at,run_id
1.0,22,Twilio,3. Communications and Messaging,http://twilio.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,buildable,trial_and_paid_account_restrictions,"Twilio is directly buildable. The official documentation provides public REST APIs, SDKs, CLI support, API-key and Account SID/Auth Token authentication, and a self-service Twilio Console. New users receive a 30-day trial with real API requests and responses, allowing proof-of-concept development before upgrading. No partner, sales, or manual approval gate is required for ordinary API access. Product-specific restrictions still apply, especially during trial and for regulated communications use cases.","[{""evidence_id"": ""human-report-022:buildability-1"", ""field"": ""buildability"", ""claim"": ""buildable"", ""url"": ""https://www.twilio.com/docs/usage/requests-to-twilio"", ""final_url"": ""https://www.twilio.com/docs/usage/requests-to-twilio"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-022:buildability-2"", ""field"": ""buildability"", ""claim"": ""buildable"", ""url"": ""https://www.twilio.com/docs/usage/trials"", ""final_url"": ""https://www.twilio.com/docs/usage/trials"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-022:buildability-3"", ""field"": ""buildability"", ""claim"": ""buildable"", ""url"": ""https://www.twilio.com/docs/iam/api/account"", ""final_url"": ""https://www.twilio.com/docs/iam/api/account"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-022:primary_blocker-1"", ""field"": ""primary_blocker"", ""claim"": ""trial_and_paid_account_restrictions"", ""url"": ""https://www.twilio.com/docs/usage/trials"", ""final_url"": ""https://www.twilio.com/docs/usage/trials"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-022:primary_blocker-2"", ""field"": ""primary_blocker"", ""claim"": ""trial_and_paid_account_restrictions"", ""url"": ""https://www.twilio.com/docs/usage/trials/try-out-sms"", ""final_url"": ""https://www.twilio.com/docs/usage/trials/try-out-sms"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-022:primary_blocker-3"", ""field"": ""primary_blocker"", ""claim"": ""trial_and_paid_account_restrictions"", ""url"": ""https://www.twilio.com/docs/usage/trials/try-out-voice"", ""final_url"": ""https://www.twilio.com/docs/usage/trials/try-out-voice"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-022-buildability_rationale-1"", ""field"": ""buildability_rationale"", ""claim"": ""Twilio is directly buildable. The official documentation provides public REST APIs, SDKs, CLI support, API-key and Account SID/Auth Token authentication, and a self-service Twilio Console. New users receive a 30-day trial with real API requests and responses, allowing proof-of-concept development before upgrading. No partner, sales, or manual approval gate is required for ordinary API access. Product-specific restrictions still apply, especially during trial and for regulated communications use cases."", ""url"": ""https://www.twilio.com/docs/usage/requests-to-twilio"", ""final_url"": ""https://www.twilio.com/docs/usage/requests-to-twilio"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-022-buildability_rationale-2"", ""field"": ""buildability_rationale"", ""claim"": ""Twilio is directly buildable. The official documentation provides public REST APIs, SDKs, CLI support, API-key and Account SID/Auth Token authentication, and a self-service Twilio Console. New users receive a 30-day trial with real API requests and responses, allowing proof-of-concept development before upgrading. No partner, sales, or manual approval gate is required for ordinary API access. Product-specific restrictions still apply, especially during trial and for regulated communications use cases."", ""url"": ""https://www.twilio.com/docs/usage/trials"", ""final_url"": ""https://www.twilio.com/docs/usage/trials"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-022-buildability_rationale-3"", ""field"": ""buildability_rationale"", ""claim"": ""Twilio is directly buildable. The official documentation provides public REST APIs, SDKs, CLI support, API-key and Account SID/Auth Token authentication, and a self-service Twilio Console. New users receive a 30-day trial with real API requests and responses, allowing proof-of-concept development before upgrading. No partner, sales, or manual approval gate is required for ordinary API access. Product-specific restrictions still apply, especially during trial and for regulated communications use cases."", ""url"": ""https://www.twilio.com/docs/iam/api/account"", ""final_url"": ""https://www.twilio.com/docs/iam/api/account"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Twilio is directly buildable. The official documentation provides public REST APIs, SDKs, CLI support, API-key and Account SID/Auth Token authentication, and a self-service Twilio Console. New users receive a 30-day trial with real API requests and responses, allowing proof-of-concept development before upgrading. No partner, sales, or manual approval gate is required for ordinary API access. Product-specific restrictions still apply, especially during trial and for regulated communications use cases."", ""Stage03 correction: Twilio is directly buildable. The official documentation provides public REST APIs, SDKs, CLI support, API-key and Account SID/Auth Token authentication, and a self-service Twilio Console. New users receive a 30-day trial with real API requests and responses, allowing proof-of-concept development before upgrading. No partner, sales, or manual approval gate is required for ordinary API access. Product-specific restrictions still apply, especially during trial and for regulated communications use cases."", ""Stage03 correction: Twilio does not have a universal integration blocker, but trial accounts have significant operational restrictions. Trials expire after 30 days, are limited to verified recipients, restrict messaging and calls geographically, limit content and product functionality, and use trial phone numbers. Full functionality requires upgrading the account. Product-specific compliance and regulatory requirements can add further constraints, but the broad documented blocker across Twilio is the transition from a restricted trial environment to an upgraded paid account for unrestricted production use."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:45.899032+00:00,stage03-verification-pattern-analysis
1.0,23,Zoho Cliq,3. Communications and Messaging,http://zoho.com/cliq,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:52.342764+00:00,stage03-verification-pattern-analysis
1.0,24,Lark (Larksuite),3. Communications and Messaging,http://open.larksuite.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""low_confidence"", ""no_usable_official_source"", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:46.790835+00:00,stage03-verification-pattern-analysis
1.0,25,Pumble,3. Communications and Messaging,http://pumble.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""negative_without_explicit_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:18:06.558307+00:00,stage03-verification-pattern-analysis
1.0,26,Discord,3. Communications and Messaging,http://discord.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:18:05.068526+00:00,stage03-verification-pattern-analysis
1.0,27,Telegram,3. Communications and Messaging,http://core.telegram.org/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""negative_without_explicit_evidence"", ""quote_not_found"", ""raw_identity_mismatch"", ""unclear_claim_support"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:18:10.893469+00:00,stage03-verification-pattern-analysis
1.0,28,WhatsApp Business,3. Communications and Messaging,http://developers.facebook.com/docs/whatsapp,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:18:25.740078+00:00,stage03-verification-pattern-analysis
1.0,29,Aircall,3. Communications and Messaging,http://aircall.io/,unknown,"[""oauth2"", ""basic""]",admin_approval,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""human-report-029:auth_methods-1"", ""field"": ""auth_methods"", ""claim"": ""[\""oauth2\"", \""basic\""]"", ""url"": ""https://developers.aircall.io/api-references"", ""final_url"": ""https://developers.aircall.io/api-references"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-029:access_model-1"", ""field"": ""access_model"", ""claim"": ""admin_approval"", ""url"": ""https://developers.aircall.io/api-references"", ""final_url"": ""https://developers.aircall.io/api-references"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Aircall API access is permission-gated at the company level. Integrations can only be enabled or installed by an Aircall Admin. Existing Aircall customers can create Basic Auth credentials for their own company from Company Settings > API Keys. For public or multi-company integrations, Aircall requires OAuth, and developers must obtain client_id and client_secret from Aircall after submitting the partner/OAuth setup form. Marketplace listing also requires OAuth. The inspected source does not establish a universal paid-plan gate for ordinary API access, so admin_approval is the best overall access-model classification, with additional partner approval/provisioning for public integrations."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:18:25.405208+00:00,stage03-verification-pattern-analysis
1.0,30,Vonage,3. Communications and Messaging,http://developer.vonage.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""mixed_unknown_enum"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:18:24.341537+00:00,stage03-verification-pattern-analysis
1.0,31,Google Ads,"4. Marketing, Ads, Email and Social",http://developers.google.com/google-ads,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:18:55.853301+00:00,stage03-verification-pattern-analysis
1.0,32,Meta Ads,"4. Marketing, Ads, Email and Social",http://developers.facebook.com/docs/marketing-apis,unknown,"[""unknown""]",unknown,yes,"[""rest""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""human-report-032:api_available-1"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api"", ""final_url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-032:api_available-2"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api/overview"", ""final_url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api/overview"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-032:api_types-1"", ""field"": ""api_types"", ""claim"": ""[\""rest\""]"", ""url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api"", ""final_url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-032:api_types-2"", ""field"": ""api_types"", ""claim"": ""[\""rest\""]"", ""url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api/overview/rate-limiting"", ""final_url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api/overview/rate-limiting"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""raw_identity_mismatch"", ""Stage03 correction: Meta explicitly documents the Marketing API as a developer API for automating advertising across Meta technologies. It supports programmatic creation and management of campaigns, ad sets, ads and creatives, as well as performance analysis and insights. This directly establishes that Meta exposes an inbound developer API for advertising integrations."", ""Stage03 correction: The Marketing API is implemented through Meta Graph API endpoints, but \""Graph API\"" is a product/API family name and does not mean GraphQL. The official documentation shows HTTP resource endpoints using methods such as GET and POST, including endpoints like POST /{ad-account-id}/ads, POST /{ad-account-id}/adsets, and POST /{ad-account-id}/campaigns. Under the assessment's protocol classification, this supports REST-style HTTP API access. The inspected sources do not establish GraphQL, so graphql should not be added."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:19:01.488186+00:00,stage03-verification-pattern-analysis
1.0,33,LinkedIn Ads,"4. Marketing, Ads, Email and Social",http://learn.microsoft.com/linkedin/marketing,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:18:50.712498+00:00,stage03-verification-pattern-analysis
1.0,34,GoHighLevel,"4. Marketing, Ads, Email and Social",http://highlevel.stoplight.io/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:19:11.454448+00:00,stage03-verification-pattern-analysis
1.0,35,Mailchimp,"4. Marketing, Ads, Email and Social",http://mailchimp.com/developer,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:19:10.547751+00:00,stage03-verification-pattern-analysis
1.0,36,Klaviyo,"4. Marketing, Ads, Email and Social",http://developers.klaviyo.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:19:19.729858+00:00,stage03-verification-pattern-analysis
1.0,37,systeme.io,"4. Marketing, Ads, Email and Social",http://systeme.io/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,official,unknown,buildable,unknown,"Systeme.io provides a self-service Public API with documented RESTful endpoints and examples. Developers can generate a Public API key directly from the Systeme.io dashboard and authenticate requests using the X-API-Key header. The API supports programmatic operations such as contact and tag management, cursor-based pagination, PATCH updates, and documented POST/GET examples. No partner, sales, or manual approval gate is established in the inspected documentation for ordinary API access. This supports the existing buildable classification.","[{""evidence_id"": ""human-report-037:mcp_available-1"", ""field"": ""mcp_available"", ""claim"": ""official"", ""url"": ""https://developer.systeme.io/reference/api"", ""final_url"": ""https://developer.systeme.io/reference/api"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-037:mcp_available-2"", ""field"": ""mcp_available"", ""claim"": ""official"", ""url"": ""https://developer.systeme.io/llms.txt"", ""final_url"": ""https://developer.systeme.io/llms.txt"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-037:buildability-1"", ""field"": ""buildability"", ""claim"": ""buildable"", ""url"": ""https://developer.systeme.io/reference/api"", ""final_url"": ""https://developer.systeme.io/reference/api"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-037:buildability-2"", ""field"": ""buildability"", ""claim"": ""buildable"", ""url"": ""https://developer.systeme.io/docs/api-recipes-and-how-to-use-them"", ""final_url"": ""https://developer.systeme.io/docs/api-recipes-and-how-to-use-them"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-037-buildability_rationale-1"", ""field"": ""buildability_rationale"", ""claim"": ""Systeme.io provides a self-service Public API with documented RESTful endpoints and examples. Developers can generate a Public API key directly from the Systeme.io dashboard and authenticate requests using the X-API-Key header. The API supports programmatic operations such as contact and tag management, cursor-based pagination, PATCH updates, and documented POST/GET examples. No partner, sales, or manual approval gate is established in the inspected documentation for ordinary API access. This supports the existing buildable classification."", ""url"": ""https://developer.systeme.io/reference/api"", ""final_url"": ""https://developer.systeme.io/reference/api"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-037-buildability_rationale-2"", ""field"": ""buildability_rationale"", ""claim"": ""Systeme.io provides a self-service Public API with documented RESTful endpoints and examples. Developers can generate a Public API key directly from the Systeme.io dashboard and authenticate requests using the X-API-Key header. The API supports programmatic operations such as contact and tag management, cursor-based pagination, PATCH updates, and documented POST/GET examples. No partner, sales, or manual approval gate is established in the inspected documentation for ordinary API access. This supports the existing buildable classification."", ""url"": ""https://developer.systeme.io/docs/api-recipes-and-how-to-use-them"", ""final_url"": ""https://developer.systeme.io/docs/api-recipes-and-how-to-use-them"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Systeme.io officially documents and operates its own MCP server. The documentation explicitly describes “our MCP server,” requires an MCP key generated from the Systeme.io dashboard, documents authentication through X-MCP-Key or mcpKey, and lists supported contact, tag, contact-field, and newsletter operations. The MCP server is therefore official rather than community-published."", ""Stage03 correction: Systeme.io provides a self-service Public API with documented RESTful endpoints and examples. Developers can generate a Public API key directly from the Systeme.io dashboard and authenticate requests using the X-API-Key header. The API supports programmatic operations such as contact and tag management, cursor-based pagination, PATCH updates, and documented POST/GET examples. No partner, sales, or manual approval gate is established in the inspected documentation for ordinary API access. This supports the existing buildable classification."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:19:25.883164+00:00,stage03-verification-pattern-analysis
1.0,38,Pinterest,"4. Marketing, Ads, Email and Social",http://developers.pinterest.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:19:35.523987+00:00,stage03-verification-pattern-analysis
1.0,39,Threads (Meta),"4. Marketing, Ads, Email and Social",http://developers.facebook.com/docs/threads,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:19:37.482269+00:00,stage03-verification-pattern-analysis
